Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,no_node_emb
Tim Krumrie,2005,Buffalo Bills (NFL),defensive line,D,DL,3,12,0.562,0.354,0,0,-0.01719110645353794,-0.005295452661812306,1.4332780838012695,-0.5678200125694275,-0.8496258854866028,-0.8298437595367432,1.0055094957351685,0.4901466965675354,0
Mike Mularkey,2005,Buffalo Bills (NFL),head coach,HC,HC,1,11,0.812,0.587,1,0,0.16771496832370758,-0.3752048909664154,0.8208637237548828,-0.2764129340648651,-0.44138166308403015,-1.0871264934539795,0.6148613095283508,0.6859387755393982,0
Don Blackmon,2005,Buffalo Bills (NFL),linebackers,D,LB,3,15,0.562,0.469,0,0,0.08676676452159883,-0.06937810033559799,0.3656838238239288,0.03233373165130615,-0.6955596208572388,-0.8113105297088623,0.919058322906494,0.5442129373550415,0
Tom Clements,2005,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,8,0.625,0.521,0,1,-0.06764104217290877,-0.21585164964199066,0.3706372082233429,-0.20843073725700376,-0.44792690873146057,-0.8625339269638062,0.6409748196601868,0.2420957088470459,0
Frank Verducci,2005,Buffalo Bills (NFL),offensive line,O,OL,3,0,0.562,0.479,0,0,0.09311671555042267,-0.21224522590637207,0.8159038424491882,-1.4800376892089844,-1.0556747913360596,-0.4226548075675965,0.3471723794937134,0.8857667446136475,0
Jim McNally,2005,Buffalo Bills (NFL),offensive line,O,OL,3,25,0.625,0.479,0,0,-0.4022931754589081,-0.6399726867675781,0.7222999930381775,0.13112378120422366,-0.6134466528892517,-0.437219500541687,0.5089219212532043,0.3476997911930084,0
Sam Wyche,2005,Buffalo Bills (NFL),quarterbacks,O,QB,3,17,0.562,0.562,0,0,-0.14657559990882876,-0.19550356268882751,1.2724212408065796,-0.2811615467071533,-0.5287929177284241,-0.6881006956100464,0.5513021945953369,0.8937339186668396,0
Eric Studesville,2005,Buffalo Bills (NFL),running backs,O,RB,3,8,0.625,0.437,0,0,-0.5669029355049133,-0.2664479613304138,0.29560989141464233,-0.3291480243206024,-0.6146864891052246,-0.3211478590965271,0.1893182396888733,0.5245794653892517,0
Mike Miller,2005,Buffalo Bills (NFL),tight ends,O,TE,3,6,0.562,0.562,0,0,-0.1472034901380539,-0.28433504700660706,1.1591702699661257,-0.4830010235309601,-1.2764892578125,-0.8868328332901001,0.8138625621795654,1.0151970386505127,0
Tyke Tolbert,2005,Buffalo Bills (NFL),wide receivers,O,WR,3,2,0.562,0.406,0,0,-0.7897472977638245,0.3580615520477295,0.8904197812080383,-0.3788820803165436,-0.8984211683273315,-0.6606726050376892,0.6541783809661865,0.8483344316482544,0
George Catavolos,2006,Buffalo Bills (NFL),defensive backs,D,Sec,3,21,0.438,0.359,0,0,-0.5812943577766418,-0.4136498272418976,0.4233944714069367,-0.6162306666374207,0.5821786522865295,-0.5372120141983032,0.3157884180545807,-0.4148097336292267,0
Perry Fewell,2006,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,8,0.75,0.538,0,1,-1.3013124465942385,-0.22795289754867554,0.6270009279251099,-0.7687588930130005,-1.0164469480514526,0.4672770202159882,0.44148221611976624,-0.5058700442314148,0
Bill Kollar,2006,Buffalo Bills (NFL),defensive line,D,DL,3,13,0.75,0.516,0,0,-1.2239868640899658,0.20581230521202087,0.5293617844581604,0.4526169896125794,-0.4817465841770172,-0.3033924400806427,0.7666119933128357,0.3545634150505066,0
Dick Jauron,2006,Buffalo Bills (NFL),head coach,HC,HC,1,21,0.812,0.417,1,0,-0.6869180798530579,-0.8305206894874573,0.8008793592453003,-0.38283538818359375,0.09257691353559494,-0.17987419664859772,0.4384980201721192,-0.7625241875648499,0
Matt Sheldon,2006,Buffalo Bills (NFL),linebackers,D,LB,3,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Steve Fairchild,2006,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,5,0.75,0.575,0,1,-0.7801252007484436,0.3724372684955597,0.6248496770858765,-0.33450961112976074,-0.6073501706123352,0.025117447599768642,0.8470289707183838,-0.1648533195257187,0
Jim McNally,2006,Buffalo Bills (NFL),offensive line,O,OL,3,26,0.625,0.437,0,0,-0.3978551626205444,-0.232724130153656,0.5381625294685364,-0.11501408368349075,-0.6387907266616821,-0.6413602232933044,0.7075116038322449,0.14381785690784454,0
Turk Schonert,2006,Buffalo Bills (NFL),quarterbacks,O,QB,3,10,0.25,0.219,0,0,-0.5763362050056458,-0.2343368977308273,0.2330785840749741,0.3748499155044556,-0.44286489486694336,-0.5389484763145447,0.6346377730369568,0.2976401746273041,0
Eric Studesville,2006,Buffalo Bills (NFL),running backs,O,RB,3,9,0.625,0.437,0,0,-0.3859405219554901,-0.06360238045454025,0.2132176160812378,-0.25119009613990784,-0.7498639225959778,-0.2808268666267395,0.5566526651382446,0.2619616389274597,0
Charlie Coiner,2006,Buffalo Bills (NFL),tight ends,O,TE,3,5,0.0,0.0,0,0,-0.19513535499572754,-0.3350230157375336,-0.6305685639381409,-0.08929366618394853,0.05600786209106445,1.0652672052383425,0.42484891414642334,0.19581519067287445,0
Tyke Tolbert,2006,Buffalo Bills (NFL),wide receivers,O,WR,3,3,0.562,0.375,0,0,-0.3387496769428253,0.3914812505245209,0.5898595452308655,-0.13520319759845734,-1.1546841859817505,-0.031301483511924744,1.157737135887146,1.374835729598999,0
George Catavolos,2007,Buffalo Bills (NFL),defensive backs,D,Sec,3,22,0.438,0.375,0,0,-0.0986691415309906,-0.3526284694671631,0.3056987226009369,-0.5903457999229431,0.3845522999763489,-0.7063983678817749,0.4249129593372345,-0.5894080996513367,0
Perry Fewell,2007,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,9,0.75,0.55,0,1,-0.7105516195297241,-0.5470002889633179,0.7108520865440369,-0.7348926067352295,-0.7436163425445557,0.1119796335697174,0.18191754817962646,-1.0655533075332642,0
Bill Kollar,2007,Buffalo Bills (NFL),defensive line,D,DL,3,14,0.75,0.5,0,0,-0.7457337975502014,0.13434366881847382,0.3562661111354828,-0.3855018317699432,-0.7168152928352356,-0.7523588538169861,0.6805166006088257,-0.1836145669221878,0
Dick Jauron,2007,Buffalo Bills (NFL),head coach,HC,HC,1,22,0.438,0.354,1,0,-0.5030145049095154,-1.0359562635421753,0.6585900187492371,-0.28710731863975525,0.0990409106016159,-0.5195356607437134,0.186088502407074,-0.9075406789779664,0
Matt Sheldon,2007,Buffalo Bills (NFL),linebackers,D,LB,3,3,0.438,0.438,0,0,-0.7827368974685669,-0.8232881426811218,1.2235639095306396,-0.30806565284729004,-0.6553184390068054,-0.7238041162490845,0.7213437557220459,-0.7085509896278381,0
Steve Fairchild,2007,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,6,0.75,0.552,0,1,-0.4596709907054901,-0.3902638256549835,0.6990048885345459,-0.12596458196640015,-0.43081673979759216,-0.08062603324651718,0.8535845279693604,-0.5810264945030212,0
Jim McNally,2007,Buffalo Bills (NFL),offensive line,O,OL,3,27,0.625,0.437,0,0,-0.1594407707452774,-0.566210925579071,0.6775369644165039,-0.2409372478723526,-0.6440620422363281,-0.574324369430542,0.5987611413002014,-0.13154923915863034,0
Turk Schonert,2007,Buffalo Bills (NFL),quarterbacks,O,QB,3,11,0.438,0.292,0,0,-0.36614659428596497,-0.3566674292087555,0.4815881848335266,-0.07456854730844498,-0.4399091303348541,-0.6495260000228882,0.6938275694847107,0.06187126412987709,0
Eric Studesville,2007,Buffalo Bills (NFL),running backs,O,RB,3,10,0.625,0.437,0,0,-0.30330348014831543,-0.3859290778636933,0.35716888308525085,-0.2566129267215729,-0.6882099509239197,-0.17932896316051486,0.40587854385375977,-0.060046162456274026,0
Charlie Coiner,2007,Buffalo Bills (NFL),tight ends,O,TE,3,6,0.438,0.438,0,0,-0.7580273151397705,-0.8015843629837036,0.8928398489952087,0.17086312174797058,-0.5398017168045044,0.08763983845710754,0.7451249361038208,-0.20020818710327148,0
Tyke Tolbert,2007,Buffalo Bills (NFL),wide receivers,O,WR,3,4,0.562,0.391,0,0,-0.5800150632858276,-0.5007359385490417,1.1110115051269531,-0.31571492552757263,-0.6945726871490479,-0.16948893666267395,0.6857196092605591,0.13232366740703586,0
George Catavolos,2008,Buffalo Bills (NFL),defensive backs,D,Sec,3,23,0.438,0.375,0,0,-0.09486988186836244,-0.1870269924402237,0.3297461271286011,-0.6389528512954712,0.6077383756637573,-0.1781449168920517,0.16813306510448456,-0.7643313407897949,0
Perry Fewell,2008,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,10,0.75,0.563,0,1,-0.5286223888397217,-0.677615225315094,0.06523805111646652,0.0009326876024715601,-0.51727294921875,0.11773131787776947,-0.42901477217674255,-1.4847555160522459,0
Bill Kollar,2008,Buffalo Bills (NFL),defensive line,D,DL,3,14,0.75,0.5,0,0,-0.9261256456375122,-0.09804623574018477,0.14901156723499298,-0.2504618167877197,-0.2650743722915649,-0.644244372844696,0.09741681069135666,-0.8773030638694763,0
Dick Jauron,2008,Buffalo Bills (NFL),head coach,HC,HC,1,23,0.438,0.385,1,0,-0.19508831202983856,-0.8441454768180847,0.3801969587802887,-0.06610079109668733,0.2578549087047577,-0.3701564073562622,-0.2115490436553955,-1.3397282361984253,0
Matt Sheldon,2008,Buffalo Bills (NFL),linebackers,D,LB,3,3,0.438,0.438,0,0,-0.6733119487762451,-0.5143874287605286,0.42501923441886896,-0.07255946844816208,-0.4574630260467529,-0.9180095195770264,0.08754929900169373,-2.0144875049591064,0
Turk Schonert,2008,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,12,0.438,0.329,0,1,-0.5181503891944885,-0.2272421270608902,0.14696885645389554,-0.2273353040218353,-0.3890480101108551,-0.7316116690635681,0.2788632810115814,-0.5555664300918579,0
Sean Kugler,2008,Buffalo Bills (NFL),offensive line,O,OL,3,6,0.375,0.337,0,0,-0.04883155599236488,-1.0953924655914309,0.7352868914604187,-0.9098258018493652,1.1167423725128174,-0.4258088171482086,-0.12325230240821837,-0.4245645999908447,0
Alex Van Pelt,2008,Buffalo Bills (NFL),quarterbacks,O,QB,3,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Eric Studesville,2008,Buffalo Bills (NFL),running game coordinator,OC,OC,2,11,0.562,0.4,0,1,-0.14040464162826538,-0.2654898762702942,-0.07067859917879105,-0.13412044942378998,-0.5425209403038025,-0.3811418414115906,0.16111144423484802,-0.7567978501319885,0
Eric Studesville,2008,Buffalo Bills (NFL),running backs,O,RB,3,11,0.562,0.4,0,0,-0.14040464162826538,-0.2654898762702942,-0.07067859917879105,-0.13412044942378998,-0.5425209403038025,-0.3811418414115906,0.16111144423484802,-0.7567978501319885,0
Charlie Coiner,2008,Buffalo Bills (NFL),tight ends,O,TE,3,7,0.438,0.438,0,0,-0.5407490730285645,-0.6943290829658508,-0.006797339301556349,0.3833933174610138,-0.35217729210853577,-0.28587329387664795,0.11882684379816055,-1.452428698539734,0
Tyke Tolbert,2008,Buffalo Bills (NFL),wide receivers,O,WR,3,5,0.562,0.4,0,0,-0.4664229452610016,-0.5972260236740112,0.4963681399822235,-0.10859035700559616,-0.7222499251365662,-0.8317756652832031,0.423486590385437,-0.9421340227127076,0
George Catavolos,2009,Buffalo Bills (NFL),defensive backs,D,Sec,3,24,0.438,0.4,0,0,-0.08590985834598541,0.1252833604812622,0.4246781766414641,-0.25842785835266113,0.32182246446609497,-0.5881803631782532,0.24114370346069336,-0.862376868724823,0
Perry Fewell,2009,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,11,0.688,0.5,0,1,-0.6155626177787781,0.04413514956831932,0.5943161845207214,-0.4506597220897674,-0.5511976480484009,0.1822061389684677,-0.4768848717212677,-1.313593506813049,0
Bob Sanders,2009,Buffalo Bills (NFL),defensive line,D,DL,3,8,0.812,0.437,0,0,0.5339117646217346,0.8200632929801941,-1.1003656387329102,-0.5945824384689331,0.4278683066368103,-0.6497392654418945,0.3241207301616669,-0.08825299888849257,0
Dick Jauron,2009,Buffalo Bills (NFL),head coach,HC,HC,1,24,0.438,0.385,1,0,-0.19068479537963867,-0.08916526287794113,0.7563499808311462,0.31282877922058105,-0.043863389641046524,-0.3628858029842377,-0.1361435204744339,-1.596770167350769,0
Matt Sheldon,2009,Buffalo Bills (NFL),linebackers,D,LB,3,3,0.438,0.438,0,0,-0.8772509694099426,0.36761149764060974,1.1698075532913208,-0.3965744972229004,-0.28949204087257385,-1.0971781015396118,0.17661526799201965,-2.0283362865448002,0
Turk Schonert,2009,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,13,0.438,0.376,0,1,-0.4226985275745392,0.14196857810020447,0.1263393759727478,-0.2096855789422989,-0.23223385214805606,-0.9141459465026855,0.1753048300743103,-0.7119429707527161,0
Sean Kugler,2009,Buffalo Bills (NFL),offensive line,O,OL,3,7,0.438,0.362,0,0,-0.25809749960899353,-0.5729913711547852,0.7637737393379211,0.05364147201180458,0.4746825098991394,-1.1745551824569702,0.2635773718357086,-1.2642772197723389,0
Alex Van Pelt,2009,Buffalo Bills (NFL),quarterbacks,O,QB,3,3,0.438,0.438,0,0,-0.9272519946098328,0.3018873333930969,1.204901099205017,-0.455506443977356,-0.18608130514621732,-0.8318725824356079,0.2567054331302643,-2.0606129169464107,0
Eric Studesville,2009,Buffalo Bills (NFL),running game coordinator,OC,OC,2,12,0.562,0.438,0,1,-0.00025754302623681724,0.3225298523902893,0.12154750525951385,-0.14697009325027466,-0.4929586946964264,-0.5299724936485289,-0.1076638400554657,-0.7829858064651489,0
Eric Studesville,2009,Buffalo Bills (NFL),running backs,O,RB,3,12,0.562,0.438,0,0,-0.00025754302623681724,0.3225298523902893,0.12154750525951385,-0.14697009325027466,-0.4929586946964264,-0.5299724936485289,-0.1076638400554657,-0.7829858064651489,0
Charlie Coiner,2009,Buffalo Bills (NFL),tight ends,O,TE,3,8,0.438,0.438,0,0,-0.9347712397575378,-0.1941189616918564,0.5402054786682129,0.060463253408670425,-0.5643864274024963,-0.5584375858306885,0.3920784890651703,-1.598860502243042,0
Tyke Tolbert,2009,Buffalo Bills (NFL),wide receivers,O,WR,3,6,0.562,0.438,0,0,-0.5091610550880432,0.42129722237586975,0.5864087343215942,-0.42212536931037903,-0.3746874928474426,-0.8494589328765869,0.016796374693512917,-1.1496195793151855,0
George Catavolos,2010,Buffalo Bills (NFL),defensive backs,D,Sec,3,25,0.438,0.4,0,0,0.4058400094509125,0.047488808631896966,0.4244252443313599,-0.1899099200963974,0.3372952342033386,-0.759937584400177,0.4897681474685669,-0.6244708895683289,0
George Edwards,2010,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,12,0.688,0.425,0,1,0.9075191020965576,-0.9133656620979308,0.3729378283023834,-0.7866729497909546,-0.3702130019664765,-0.4382234513759613,0.24230700731277466,-0.0855792686343193,0
Giff Smith,2010,Buffalo Bills (NFL),defensive line,D,DL,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chan Gailey,2010,Buffalo Bills (NFL),head coach,HC,HC,1,15,0.25,0.188,1,0,0.3726125359535217,0.3458568155765533,0.061684444546699524,-0.14150738716125488,-0.5505462884902954,-0.02711949124932289,-0.5117724537849426,-0.30121466517448425,0
DeMontie Cross,2010,Buffalo Bills (NFL),inside linebackers,D,LB,3,4,0.438,0.406,0,0,-0.4529662132263184,-0.5556188225746155,0.4824499785900116,-0.9343513250350952,-0.6368515491485596,0.31790637969970703,0.38756296038627625,-1.0325750112533572,0
Curtis Modkins,2010,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,2,0.625,0.375,0,1,0.0989249348640442,0.47071719169616705,0.37536191940307617,0.6085155606269836,-1.2415400743484497,0.2618609070777893,-0.8022922873497009,-1.2801640033721924,0
Curtis Modkins,2010,Buffalo Bills (NFL),running backs,O,RB,3,2,0.625,0.375,0,0,0.0989249348640442,0.47071719169616705,0.37536191940307617,0.6085155606269836,-1.2415400743484497,0.2618609070777893,-0.8022922873497009,-1.2801640033721924,0
Joe D'Alessandris,2010,Buffalo Bills (NFL),offensive line,O,OL,3,2,0.0,0.0,0,0,0.3471051752567291,0.5000212192535399,-0.6820109486579895,0.44207909703254705,-0.6051314473152161,0.8532701730728149,0.006137320771813393,-1.4447373151779177,0
Bob Sanders,2010,Buffalo Bills (NFL),outside linebackers,D,LB,3,9,0.812,0.462,0,0,0.1942120045423508,0.704834520816803,-0.3092083036899567,0.0441635400056839,0.2325120270252228,-1.0124207735061646,-0.4146896004676819,-0.4940186738967896,0
George Cortez,2010,Buffalo Bills (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,1.2591341733932495,-0.059285812079906464,-0.6960408687591553,0.7639807462692261,0.8042578101158142,-0.4454808235168457,-0.1757291555404663,-0.786051869392395,0
Bob Bicknell,2010,Buffalo Bills (NFL),tight ends,O,TE,3,3,0.25,0.188,0,0,0.0968293398618698,0.7209765911102295,0.4874083995819092,-0.14797484874725342,-1.0057789087295532,0.9748153090476991,-0.8195381164550781,-1.0831782817840576,0
Stan Hixon,2010,Buffalo Bills (NFL),wide receivers,O,WR,3,6,0.625,0.45,0,0,0.9436964392662048,-0.27020958065986633,0.44063279032707214,-0.4528831839561462,-0.2620711326599121,0.3711656928062439,0.8208247423171997,-0.7530355453491211,0
Dave Wannstedt,2011,Buffalo Bills (NFL),inside linebackers,D,LB,3,16,0.0,0.0,0,0,0.9935176372528076,0.73768550157547,0.019969355314970016,-0.5467912554740906,0.04071491956710816,0.3916081190109253,-0.9000906348228455,0.3407774269580841,0
George Catavolos,2011,Buffalo Bills (NFL),defensive backs,D,Sec,3,26,0.438,0.388,0,0,0.3898821175098419,0.3747171461582184,0.9191109538078308,0.3038582801818848,0.16470132768154144,-0.5131255984306335,0.1622697412967682,-0.41454043984413147,0
George Edwards,2011,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,13,0.688,0.363,0,1,1.2354530096054075,-0.5536531209945679,0.7589550614356995,0.16999836266040802,-0.123785562813282,-0.3059129118919373,0.1754143387079239,-0.4033087491989136,0
Giff Smith,2011,Buffalo Bills (NFL),defensive line,D,DL,3,0,0.25,0.25,0,0,1.6557796001434326,0.8471693396568298,1.334847092628479,1.0671780109405518,-0.435541570186615,-0.6094428896903992,0.20717091858386996,-0.8639369606971741,0
Chan Gailey,2011,Buffalo Bills (NFL),head coach,HC,HC,1,16,0.25,0.208,1,0,0.7792812585830688,0.4092339873313904,0.5061380267143251,0.2598668932914734,-0.4669938087463379,-0.17563073337078094,-0.23349583148956302,-0.1614467352628708,0
Curtis Modkins,2011,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,3,0.625,0.312,0,1,0.6526531577110289,0.4966845512390137,1.097050428390503,0.9542197585105896,-0.9921347498893738,-0.19400063157081604,-0.24097831547260284,-0.7849188446998596,0
Curtis Modkins,2011,Buffalo Bills (NFL),running backs,O,RB,3,3,0.625,0.312,0,0,0.6526531577110289,0.4966845512390137,1.097050428390503,0.9542197585105896,-0.9921347498893738,-0.19400063157081604,-0.24097831547260284,-0.7849188446998596,0
Joe D'Alessandris,2011,Buffalo Bills (NFL),offensive line,O,OL,3,3,0.25,0.25,0,0,0.9498509168624878,0.5589801669120789,0.9371963143348694,0.8692671060562134,-0.6426841020584106,0.2215918004512787,-0.08399664610624312,-1.030791997909546,0
Bob Sanders,2011,Buffalo Bills (NFL),outside linebackers,D,LB,3,10,0.812,0.462,0,0,0.4293389618396759,0.9847999215126038,0.5276626348495483,0.23528073728084564,0.06688280403614044,-0.41125354170799255,-0.5245394706726074,-0.0072918860241770736,0
George Cortez,2011,Buffalo Bills (NFL),quarterbacks,O,QB,3,1,0.25,0.25,0,0,1.3526890277862549,0.5844958424568176,1.016667366027832,1.0036733150482178,0.1102663055062294,-0.3782884776592255,0.059563565999269485,-0.8810706138610841,0
Bob Bicknell,2011,Buffalo Bills (NFL),tight ends,O,TE,3,4,0.25,0.208,0,0,0.847355306148529,0.3547550439834595,0.8794755339622498,0.9146958589553832,-0.743747353553772,-0.06018705666065216,-0.10966462641954422,-1.0927103757858276,0
Stan Hixon,2011,Buffalo Bills (NFL),wide receivers,O,WR,3,7,0.562,0.375,0,0,0.8748599886894226,0.08431974053382874,0.6016873121261597,0.09684062004089357,-0.4497331976890564,-0.2424295693635941,0.569295346736908,-1.0350378751754759,0
Dave Wannstedt,2012,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,17,0.375,0.375,0,1,0.6608953475952148,0.6615729928016663,0.3427371084690094,0.034216273576021194,-0.20242248475551605,0.0009982460178434847,-0.5853788256645203,1.0936708450317385,0
George Catavolos,2012,Buffalo Bills (NFL),defensive backs,D,Sec,3,27,0.438,0.375,0,0,-0.07345736771821976,0.26356422901153564,0.933633029460907,-0.10526935756206512,-0.22188229858875275,-0.5691744685173035,0.4691378474235535,0.4094460606575012,0
Giff Smith,2012,Buffalo Bills (NFL),defensive line,D,DL,3,1,0.375,0.312,0,0,0.907950222492218,0.7130030393600464,1.267547607421875,-0.02677400410175324,-1.0732965469360352,0.02928774431347847,0.5130880475044249,1.1592161655426023,0
Chan Gailey,2012,Buffalo Bills (NFL),head coach,HC,HC,1,17,0.375,0.25,1,0,0.5787616968154907,0.2624478936195373,0.5229064226150513,0.2459551692008972,-0.7479268312454224,-0.15042200684547424,-0.03705709055066109,0.5227150917053223,0
Bob Sanders,2012,Buffalo Bills (NFL),linebackers,D,LB,3,11,0.812,0.437,0,0,0.08941828459501266,0.7458801865577698,0.5619382858276367,0.16777564585208893,-0.32267656922340393,-0.5857567191123962,-0.0739552304148674,0.8696550130844116,0
Curtis Modkins,2012,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,3,0.625,0.333,0,1,0.3834100663661957,0.32666003704071045,1.0092613697052002,0.7700715661048889,-1.3591210842132568,0.2829140722751617,0.09121926873922348,0.6508147120475769,0
Curtis Modkins,2012,Buffalo Bills (NFL),running backs,O,RB,3,3,0.625,0.333,0,0,0.3834100663661957,0.32666003704071045,1.0092613697052002,0.7700715661048889,-1.3591210842132568,0.2829140722751617,0.09121926873922348,0.6508147120475769,0
Joe D'Alessandris,2012,Buffalo Bills (NFL),offensive line,O,OL,3,4,0.375,0.312,0,0,0.5656777620315552,0.7208406925201416,1.085848689079285,0.06118645146489144,-0.914551854133606,0.5063434839248657,0.199983224272728,0.7624013423919678,0
David Lee,2012,Buffalo Bills (NFL),quarterbacks,O,QB,3,7,0.688,0.521,0,0,1.2780678272247314,-0.7277080416679382,0.4329046010971069,0.17795638740062714,-1.2709877490997314,0.0899246484041214,-0.6176576018333435,0.2547619044780731,0
Pete Metzelaars,2012,Buffalo Bills (NFL),tight ends,O,TE,3,8,0.625,0.375,0,0,-0.8053765296936035,1.2931698560714722,0.9571166634559632,-0.5576655864715576,-1.2603000402450562,0.43417754769325256,-0.4688807725906372,1.221735954284668,0
Bob Bicknell,2012,Buffalo Bills (NFL),wide receivers,O,WR,3,5,0.375,0.25,0,0,0.5784140229225159,0.2834681570529938,1.0022606849670408,0.3568665981292725,-1.0180758237838743,0.4025724828243256,0.19641196727752688,0.17404712736606598,0
Donnie Henderson,2013,Buffalo Bills (NFL),defensive backs,D,Sec,3,11,0.312,0.312,0,0,-0.3057728111743927,0.1955741196870804,0.7060182094573975,0.3797846138477325,-0.1221914291381836,0.5455924868583679,0.05447948351502418,0.5654863715171814,0
Mike Pettine,2013,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,11,0.688,0.563,0,1,-0.7064889073371887,-0.039729438722133636,0.7058353424072266,0.09108416736125946,0.07843796908855437,0.026652861386537552,-1.407244324684143,0.8446103930473328,0
Anthony Weaver,2013,Buffalo Bills (NFL),defensive line,D,DL,3,1,0.0,0.0,0,0,-1.538167119026184,1.8016312122344968,2.8588285446166988,1.07917582988739,-1.3105106353759766,1.7396581172943115,-0.05693814158439636,-0.7668294310569763,0
Doug Marrone,2013,Buffalo Bills (NFL),head coach,HC,HC,1,7,0.5,0.5,1,0,-0.545491635799408,0.5823215842247009,1.128684401512146,0.8648824095726013,-0.740210235118866,0.5079428553581238,-0.18891867995262146,-0.43240344524383545,0
Chuck Dreisbach,2013,Buffalo Bills (NFL),linebackers,D,LB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Nathaniel Hackett,2013,Buffalo Bills (NFL),offensive coordinator,OC,OC,2,4,0.0,0.0,0,1,-0.5341971516609192,0.47776144742965704,1.3698735237121582,1.218770146369934,-0.7211199402809143,1.0950274467468262,-0.09374921768903732,0.5335400104522705,0
Nathaniel Hackett,2013,Buffalo Bills (NFL),quarterbacks,O,QB,3,4,0.0,0.0,0,0,-0.5341971516609192,0.47776144742965704,1.3698735237121582,1.218770146369934,-0.7211199402809143,1.0950274467468262,-0.09374921768903732,0.5335400104522705,0
Pat Morris,2013,Buffalo Bills (NFL),offensive line,O,OL,3,15,0.75,0.5,0,0,-0.34844473004341125,0.282833456993103,0.3867185115814209,0.8995358943939209,1.1410859823226929,-0.7116699814796448,0.15505793690681458,-0.28757044672966003,0
Tyrone Wheatley,2013,Buffalo Bills (NFL),running backs,O,RB,3,0,0.0,0.0,0,0,-0.6950474381446838,0.5152785778045654,1.3151882886886597,0.8295656442642212,-0.9560295343399048,0.9491872191429138,0.34428027272224426,0.4058880209922791,0
Greg Adkins,2013,Buffalo Bills (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,-0.1995724588632584,0.0017826399998739364,1.2670221328735352,0.2454189658164978,-0.5370714068412781,0.8952882885932922,-0.08161991834640503,0.4385814964771271,0
Ike Hilliard,2013,Buffalo Bills (NFL),wide receivers,O,WR,3,2,0.625,0.625,0,0,-0.23473842442035675,1.5051270723342896,0.1795347034931183,0.03435029089450836,0.5374054312705994,-0.6869634985923767,0.11874456703662872,1.025605082511902,0
Donnie Henderson,2014,Buffalo Bills (NFL),defensive backs,D,Sec,3,12,0.375,0.344,0,0,-0.5174160599708557,0.4199937880039215,0.3176079988479614,0.6521378755569458,0.17500004172325134,0.07493282854557037,0.11234799772500992,0.771551787853241,0
Jim O'Neil,2014,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,5,0.0,0.0,0,1,-1.2286317348480225,0.7767252326011658,0.9187829494476318,1.1460317373275757,0.3963543772697449,-0.5414806008338928,-0.7346598505973816,0.7542361617088318,0
Jim Schwartz,2014,Buffalo Bills (NFL),defensive coordinator,DC,DC,2,21,0.625,0.363,0,1,0.756719172000885,-0.05996222421526909,0.9002370834350586,0.5135771036148071,0.8595989942550659,0.3453058898448944,1.1015000343322754,0.4394277334213257,0
Anthony Weaver,2014,Buffalo Bills (NFL),defensive line,D,DL,3,2,0.375,0.375,0,0,-1.5099786520004272,1.5737190246582031,0.7090432047843933,1.643791437149048,0.4377898871898651,-0.20735454559326166,-0.21426843106746676,0.5742993950843811,0
Pepper Johnson,2014,Buffalo Bills (NFL),defensive line,D,DL,3,14,0.875,0.762,0,0,0.6920123100280762,1.163286805152893,-0.41725918650627136,1.8121194839477541,-0.9322126507759094,-1.032981276512146,-0.3292602598667145,0.7665375471115112,0
Doug Marrone,2014,Buffalo Bills (NFL),head coach,HC,HC,1,8,0.375,0.375,1,0,-0.4894171357154846,1.023131251335144,0.7005287408828735,1.1904373168945312,-0.504422128200531,-0.07632475346326828,0.02252718061208725,0.055927682667970664,0
