Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,no_node_emb
Cam Cameron,2008,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,9,0.875,0.5,0,1,-0.23087672889232635,-0.4224909842014313,0.4050009548664093,0.246916726231575,-0.07294756919145584,-0.4828084111213684,-0.09823515266180037,1.109811782836914,0
John Matsko,2008,Baltimore Ravens (NFL),offensive line,O,OL,3,14,0.75,0.508,0,0,-0.1733274757862091,-0.6409753561019897,0.3966262936592102,-0.5608519315719604,-0.3552330434322357,-0.4695836901664734,-0.35246095061302185,0.17673644423484802,0
Mike Pettine,2008,Baltimore Ravens (NFL),outside linebackers,D,LB,3,6,0.812,0.5,0,0,-1.6596431732177734,0.7489808797836304,0.21473154425621035,-0.4584348499774933,0.13587819039821625,-0.6055817604064941,-1.7575478553771973,0.2614981830120087,0
Hue Jackson,2008,Baltimore Ravens (NFL),quarterbacks,O,QB,3,7,0.688,0.45,0,0,0.13811112940311432,-0.134730726480484,0.796787679195404,0.07410940527915955,0.269124448299408,-0.5265169739723206,-0.3420863449573517,0.13296520709991455,0
Wilbert Montgomery,2008,Baltimore Ravens (NFL),running backs,O,RB,3,11,0.75,0.45,0,0,-0.1619071066379547,-0.659928023815155,0.7482803463935852,-0.6300308108329773,-0.5836082100868225,-0.4654214084148407,-0.6407392024993896,-0.16515307128429413,0
Chuck Pagano,2008,Baltimore Ravens (NFL),secondary,D,Sec,3,6,0.312,0.229,0,0,-0.16314861178398132,0.9233852624893188,0.3704250454902649,0.012265590950846672,0.18374088406562805,-0.3562298119068146,0.004721371456980704,-0.0235933680087328,0
Wade Harman,2008,Baltimore Ravens (NFL),tight ends,O,TE,3,11,0.812,0.537,0,0,-1.230375051498413,0.9568373560905457,0.14816372096538544,-0.21439962089061734,0.020979717373847958,-0.6952356100082397,-1.4056360721588137,0.0861092358827591,0
Jim Hostler,2008,Baltimore Ravens (NFL),wide receivers,O,WR,3,8,0.625,0.4,0,0,-0.897074818611145,0.2066234648227692,0.21949727833271027,-0.3988531827926636,-1.2339867353439329,0.28867006301879883,-0.8292153477668762,1.0436534881591797,0
Mark Carrier,2009,Baltimore Ravens (NFL),defensive backs,D,Sec,3,3,0.812,0.604,0,0,-1.6368353366851809,0.5850322246551514,0.6015533804893494,-0.3060190975666046,-0.5278155803680421,-0.19658178091049194,-0.7712664604187012,0.33082813024520874,0
Greg Mattison,2009,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,1,0.688,0.688,0,1,-0.245493546128273,0.6697583198547363,0.6083797812461853,-0.3370504081249237,-0.4444153308868408,-0.07463638484477997,0.09722212702035904,0.3309491872787476,0
Clarence Brooks,2009,Baltimore Ravens (NFL),defensive line,D,DL,3,16,0.812,0.487,0,0,-0.5611933469772339,0.5409712791442871,0.17621366679668427,-0.3459272384643555,0.4171413481235504,-0.3138141930103302,-0.5379233956336975,0.5945593118667603,0
John Harbaugh,2009,Baltimore Ravens (NFL),head coach,HC,HC,1,11,0.812,0.6,1,0,-0.9837006926536559,-0.14332158863544464,0.8390174508094788,-0.08439481258392334,-0.9340664148330688,-0.2808359563350677,0.5103843808174133,0.17514611780643466,0
Vic Fangio,2009,Baltimore Ravens (NFL),linebackers,D,LB,3,23,0.438,0.292,0,0,0.3853583633899689,-0.5443421602249146,-0.11747736483812332,-0.6712276935577393,0.06566082686185838,-0.4928285777568817,0.5382061004638672,0.12906070053577426,0
Cam Cameron,2009,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,10,0.875,0.587,0,1,-0.6717678308486938,0.017166467383503914,0.3712811768054962,0.0328894779086113,-0.13018204271793365,-0.6286552548408508,-0.10411707311868668,0.9858558177947998,0
John Matsko,2009,Baltimore Ravens (NFL),offensive line,O,OL,3,15,0.688,0.464,0,0,-0.3109034597873688,-0.3680879175662993,0.33691614866256714,-0.3316487669944763,-0.6319434642791748,-0.3460947871208191,-0.4299717843532562,0.4225086569786072,0
Hue Jackson,2009,Baltimore Ravens (NFL),quarterbacks,O,QB,3,8,0.688,0.525,0,0,-0.3567538559436798,0.301130473613739,0.8752641081809998,-0.1369575262069702,0.1007334440946579,-0.5249817371368408,-0.02127397246658802,0.17476247251033786,0
Wilbert Montgomery,2009,Baltimore Ravens (NFL),running backs,O,RB,3,12,0.688,0.438,0,0,-0.3989651799201965,-0.12607955932617188,0.8704924583435059,-0.35415422916412354,-0.7468723654747009,-0.18568243086338046,-0.4975899159908295,0.1599934846162796,0
Chuck Pagano,2009,Baltimore Ravens (NFL),secondary,D,Sec,3,7,0.688,0.354,0,0,-0.3808187246322632,0.9094451665878296,0.428974986076355,-0.4162588715553284,0.2537675201892853,-0.3054370582103729,0.16529695689678192,0.013653970323503016,0
Wade Harman,2009,Baltimore Ravens (NFL),tight ends,O,TE,3,12,0.812,0.534,0,0,-1.5487916469573977,0.660783052444458,0.3487116098403931,-0.2985634803771973,-0.3386729061603546,-0.4427928030490875,-0.6502971053123474,0.1089031845331192,0
Jim Hostler,2009,Baltimore Ravens (NFL),wide receivers,O,WR,3,9,0.688,0.463,0,0,-0.940847635269165,0.5279211401939392,0.18575555086135864,-0.5029764771461487,-0.8620179891586304,0.2604520320892334,-0.5625396966934204,0.8788819313049316,0
Greg Mattison,2010,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,2,0.688,0.625,0,1,0.09763611108064653,0.6778975129127502,0.5151581168174744,-0.99814772605896,-0.4042649269104004,-0.2317398339509964,0.23910225927829745,0.27315086126327515,0
Clarence Brooks,2010,Baltimore Ravens (NFL),defensive line,D,DL,3,17,0.812,0.55,0,0,-0.09993229061365128,0.22250592708587646,0.22185039520263672,-0.8419899344444275,0.5585763454437256,-0.4915239810943604,-0.43324071168899536,0.36028528213500977,0
John Harbaugh,2010,Baltimore Ravens (NFL),head coach,HC,HC,1,12,0.688,0.55,1,0,-0.3698955476284027,0.3225078582763672,0.48282191157341,-0.6577981114387512,-0.7850180268287659,-0.4925141632556915,0.9611814618110656,-0.33354684710502625,0
Dean Pees,2010,Baltimore Ravens (NFL),linebackers,D,LB,3,6,1.0,0.738,0,0,0.7891100645065308,0.3799317479133606,-0.3447018265724182,-0.8312942981719971,0.9198909401893616,-0.5184632539749146,0.5678257346153259,0.9214579463005066,0
Cam Cameron,2010,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,11,0.875,0.55,0,1,-0.7935188412666321,-0.08907125890254974,-0.01869771257042885,-0.5890389680862427,-0.12514866888523102,-0.9292972683906556,0.05106881633400917,0.2971895337104797,0
John Matsko,2010,Baltimore Ravens (NFL),offensive line,O,OL,3,16,0.688,0.469,0,0,-0.3572312891483307,-0.2607426643371582,0.32474398612976074,-0.663608193397522,-0.6295673847198486,-0.19025233387947085,-0.18206830322742465,0.2647678852081299,0
Ted Monachino,2010,Baltimore Ravens (NFL),outside linebackers,D,LB,3,4,0.438,0.375,0,0,0.4153847098350525,0.4081915616989136,0.09667055308818816,-1.1055418252944946,0.3249039053916931,-0.8266168236732483,-0.4834833741188049,-1.475646734237671,0
Jim Zorn,2010,Baltimore Ravens (NFL),quarterbacks,O,QB,3,13,0.812,0.55,0,0,-0.2044181227684021,-1.438292145729065,-0.2973269820213318,-0.2062455862760544,-0.2806868851184845,0.07776208966970444,0.7396204471588135,-0.7758107185363771,0
Wilbert Montgomery,2010,Baltimore Ravens (NFL),running backs,O,RB,3,13,0.688,0.45,0,0,-0.43208301067352295,0.002332690404728055,0.7551513910293579,-0.9337628483772278,-0.5016253590583801,0.028854027390480038,-0.2226807326078415,0.2430876344442368,0
Chuck Pagano,2010,Baltimore Ravens (NFL),secondary,D,Sec,3,8,0.688,0.458,0,0,-0.05325620993971825,0.3189840316772461,0.2927801311016083,-0.7133303880691528,0.3891849219799042,-0.372856467962265,0.1158926859498024,-0.3355540335178375,0
Wade Harman,2010,Baltimore Ravens (NFL),tight ends,O,TE,3,13,0.812,0.531,0,0,-0.7813892960548401,0.473306804895401,0.3087115883827209,-1.2447919845581057,0.2933148443698883,-0.5675681829452515,-0.4732329845428467,-0.4923390448093414,0
Jim Hostler,2010,Baltimore Ravens (NFL),wide receivers,O,WR,3,10,0.688,0.45,0,0,-0.7028745412826538,0.2487155944108963,-0.021633414551615715,-1.330006122589111,-0.29217764735221863,0.3401782512664795,-0.032523635774850845,0.32229605317115784,0
Roy Anderson,2011,Baltimore Ravens (NFL),secondary,D,Sec,3,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chuck Pagano,2011,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,9,0.75,0.531,0,1,0.2006908804178238,0.15658652782440186,0.018918583169579502,-0.6720439791679382,0.4277383983135224,-0.34007853269577026,0.40910467505455017,-0.5949082374572754,0
Clarence Brooks,2011,Baltimore Ravens (NFL),defensive line,D,DL,3,18,0.812,0.625,0,0,0.26860618591308594,-0.025532007217407227,-0.020791472867131237,-0.96427983045578,0.4540706872940064,-0.5341606140136719,-0.01172411162406206,-0.08561336249113083,0
John Harbaugh,2011,Baltimore Ravens (NFL),head coach,HC,HC,1,13,0.75,0.625,1,0,-0.05432907491922378,0.1651429533958435,0.3676893711090088,-0.6176568865776062,-0.8634185791015625,-0.12754245102405548,1.2714874744415283,-0.003583488520234823,0
Dean Pees,2011,Baltimore Ravens (NFL),linebackers,D,LB,3,7,1.0,0.763,0,0,0.7148634791374207,0.2737138569355011,-0.2081686705350876,-0.8899089694023132,0.7221235036849976,-0.27221542596817017,0.6514674425125122,0.03834611177444458,0
Cam Cameron,2011,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,12,0.875,0.587,0,1,-0.1747153252363205,-0.040956590324640274,-0.1981151252985001,-0.799942135810852,-0.4731009602546692,-0.8754187822341919,0.37933576107025146,-0.022211870178580284,0
Andy Moeller,2011,Baltimore Ravens (NFL),offensive line,O,OL,3,3,0.0,0.0,0,0,1.4026764631271362,0.4751231968402863,0.42561697959899897,-0.4484264254570007,-0.9387755393981934,0.048007648438215256,0.15656323730945587,-0.2705020308494568,0
Ted Monachino,2011,Baltimore Ravens (NFL),outside linebackers,D,LB,3,5,0.75,0.5,0,0,0.3930459022521973,0.3073692619800568,-0.15749841928482056,-0.9935464859008788,-0.3240654170513153,-0.2853233218193054,0.0179099552333355,-1.2826237678527832,0
Wilbert Montgomery,2011,Baltimore Ravens (NFL),running backs,O,RB,3,14,0.75,0.525,0,0,0.08866618573665619,-0.09480275958776474,0.6709963083267212,-0.7663593292236328,-0.4325953423976898,-0.186851903796196,0.10706319659948348,-0.08506891131401062,0
Teryl Austin,2011,Baltimore Ravens (NFL),secondary,D,Sec,3,7,0.625,0.562,0,0,0.5507982969284058,-1.01745867729187,-0.45576834678649897,0.6434831619262695,-0.6916473507881165,0.4625511169433594,1.0111234188079834,-0.2528581917285919,0
Wade Harman,2011,Baltimore Ravens (NFL),tight ends,O,TE,3,14,0.812,0.607,0,0,-0.243132084608078,-0.18788224458694455,-0.14507624506950378,-1.5060523748397827,-0.20831646025180814,-0.20586112141609192,0.07386239618062973,-0.5405255556106567,0
Jim Hostler,2011,Baltimore Ravens (NFL),wide receivers,O,WR,3,11,0.75,0.55,0,0,0.13699325919151306,-0.3849549889564514,0.344287782907486,-1.4867613315582275,-0.2092411518096924,0.22613130509853366,0.10068415850400923,0.4073381721973419,0
Dean Pees,2012,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,8,1.0,0.763,0,1,0.8118619918823242,-0.3851296305656433,-0.7403749227523804,0.027088681235909462,0.19641581177711487,0.13306404650211334,0.8430608510971069,-0.2267482280731201,0
Clarence Brooks,2012,Baltimore Ravens (NFL),defensive line,D,DL,3,19,0.75,0.612,0,0,0.4247308075428009,-0.412579357624054,-0.2259853035211563,-0.5216718316078186,-0.13547368347644806,-0.24741478264331815,0.08692659437656403,-0.727744460105896,0
John Harbaugh,2012,Baltimore Ravens (NFL),head coach,HC,HC,1,14,0.75,0.65,1,0,-0.09095413237810136,-0.13203033804893494,0.03742065653204918,-0.1895958036184311,-1.1127302646636963,0.3216036260128021,1.2224421501159668,-0.04881306365132332,0
Don Martindale,2012,Baltimore Ravens (NFL),inside linebackers,D,LB,3,7,0.5,0.328,0,0,0.18941718339920044,-0.9714747667312622,0.07514088600873947,-0.1857089400291443,0.4142183363437653,-0.4999451637268066,0.8996249437332153,-0.10337620228528976,0
Ted Monachino,2012,Baltimore Ravens (NFL),linebackers,D,LB,3,6,0.75,0.562,0,0,0.42413422465324396,-0.018664702773094174,-0.2446010559797287,-0.17090405523777008,-0.7959538102149963,0.4713055789470673,0.21756255626678467,-1.2497469186782837,0
Cam Cameron,2012,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,13,0.75,0.562,0,1,0.07648568600416182,-0.301278680562973,-0.4818910956382752,-0.6246903538703918,-0.5942316651344299,-0.7087474465370178,0.484340101480484,-0.14865759015083313,0
Andy Moeller,2012,Baltimore Ravens (NFL),offensive line,O,OL,3,4,0.75,0.75,0,0,1.0585610866546629,0.03025830537080765,-0.1156882718205452,-0.16831454634666446,-0.6121017932891846,0.0023487857542932034,0.74544757604599,-0.2789449095726013,0
Jim Caldwell,2012,Baltimore Ravens (NFL),quarterbacks,O,QB,3,11,0.875,0.65,0,0,1.0356040000915527,-0.25072911381721497,0.9397055506706238,0.2946386933326721,-1.0758590698242188,-0.4000362455844879,-0.8443090319633484,-0.6266918778419495,0
Wilbert Montgomery,2012,Baltimore Ravens (NFL),running backs,O,RB,3,15,0.75,0.638,0,0,0.5232284069061279,-0.18727315962314608,0.4996083080768585,-0.2570055425167084,-0.8552214503288269,-0.2372460663318634,0.3593217730522156,-0.12480860948562622,0
Teryl Austin,2012,Baltimore Ravens (NFL),secondary,D,Sec,3,8,0.75,0.609,0,0,-0.25456151366233826,-0.3659331798553467,-0.5005599856376648,0.4261380732059479,-0.6135426163673401,0.5422033071517944,0.7043567895889282,0.2552241086959839,0
Wade Harman,2012,Baltimore Ravens (NFL),tight ends,O,TE,3,15,0.75,0.562,0,0,0.03138091787695885,-0.3886764943599701,0.061761446297168725,-0.958029568195343,-0.6902679204940796,0.037868667393922806,0.6415468454360962,-1.1919714212417605,0
Jim Hostler,2012,Baltimore Ravens (NFL),wide receivers,O,WR,3,12,0.75,0.612,0,0,0.6457586288452148,-0.6763998866081238,0.2716352939605713,-0.7595031857490541,-0.3749518394470215,0.3466198742389679,0.5538292527198792,-0.11306048929691315,0
Dean Pees,2013,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,9,0.75,0.688,0,1,0.6509613394737244,-0.3696889579296112,-0.8596352338790894,0.7606958150863647,-0.01135341078042984,-0.2529600262641907,0.15290802717208862,-0.15125957131385806,0
Clarence Brooks,2013,Baltimore Ravens (NFL),defensive line,D,DL,3,20,0.75,0.675,0,0,0.42324450612068176,-0.20745201408863068,-0.5186748504638672,0.25734996795654297,-0.5073962211608887,-0.3746519088745117,-0.3346517086029053,-0.531631588935852,0
John Harbaugh,2013,Baltimore Ravens (NFL),head coach,HC,HC,1,15,0.75,0.675,1,0,0.023837212473154068,-0.2080942839384079,-0.19584859907627106,0.4105592370033264,-1.113430380821228,0.44270291924476624,0.8038520812988281,0.2679216265678406,0
Don Martindale,2013,Baltimore Ravens (NFL),inside linebackers,D,LB,3,8,0.625,0.422,0,0,0.16877026855945587,-0.6376112103462219,-0.2252361476421356,0.207984521985054,-0.4585746824741364,-0.8785894513130188,0.24673853814601895,-0.4704543948173523,0
Ted Monachino,2013,Baltimore Ravens (NFL),linebackers,D,LB,3,7,0.75,0.575,0,0,0.06619191914796829,0.05013039335608482,-0.4533484578132629,0.7266045212745667,-0.8705097436904907,0.6514239311218262,-0.2934111654758453,-0.9641164541244508,0
Jim Caldwell,2013,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,12,0.875,0.562,0,1,0.852786660194397,-0.062029745429754264,0.2571139931678772,0.6480348110198975,-1.1408123970031738,0.3178887367248535,-0.8034355640411377,-0.12423952668905258,0
Andy Moeller,2013,Baltimore Ravens (NFL),offensive line,O,OL,3,5,0.75,0.688,0,0,0.9374582767486572,-0.27847641706466675,-0.35729122161865234,0.6147094368934631,-0.96098792552948,0.5377078056335449,-0.23476490378379825,-0.08336948603391647,0
Juan Castillo,2013,Baltimore Ravens (NFL),run game coordinator,OC,OC,2,18,0.688,0.525,0,1,-0.3567007780075073,-0.0419497936964035,0.07201089709997177,0.9679131507873536,-1.311918020248413,0.7189860343933105,1.289639592170715,0.9474474191665648,0
Wilbert Montgomery,2013,Baltimore Ravens (NFL),running backs,O,RB,3,16,0.75,0.675,0,0,0.3790505528450012,-0.6034016609191895,0.22189311683177948,0.14695903658866882,-1.0018593072891235,-0.06332571804523468,-0.07435859739780426,-0.026381021365523342,0
Teryl Austin,2013,Baltimore Ravens (NFL),secondary,D,Sec,3,9,0.75,0.641,0,0,-0.2189204841852188,-0.22250017523765564,-0.05024795234203338,0.4665525555610657,-0.4140394032001496,0.3546289801597595,0.18760409951210025,0.6550080180168152,0
Wade Harman,2013,Baltimore Ravens (NFL),tight ends,O,TE,3,16,0.75,0.675,0,0,0.21445682644844052,-0.4391379952430725,-0.343864768743515,0.20325888693332672,-1.1238611936569214,-0.06796077638864517,0.15309138596057892,-1.0041792392730713,0
Jim Hostler,2013,Baltimore Ravens (NFL),wide receivers,O,WR,3,13,0.75,0.675,0,0,0.5139501094818115,-1.1461210250854492,-0.15195107460021973,0.19498710334300995,-0.6658051609992981,0.05503599718213082,0.10586796700954436,-0.13237848877906802,0
Dean Pees,2014,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,10,0.75,0.65,0,1,0.6315788626670837,0.3145193159580231,-1.0392009019851685,0.39166873693466187,0.13455158472061154,-0.6180487871170044,0.0946722850203514,0.8884726762771606,0
Clarence Brooks,2014,Baltimore Ravens (NFL),defensive line,D,DL,3,21,0.75,0.637,0,0,0.28246772289276123,0.33290836215019226,-0.3671544194221497,0.4761616885662079,-0.6661513447761536,-0.6150148510932922,-0.1869385540485382,0.27435263991355896,0
John Harbaugh,2014,Baltimore Ravens (NFL),head coach,HC,HC,1,16,0.75,0.637,1,0,-0.04531924799084664,-0.654099702835083,-0.34437817335128784,0.5300170183181763,-0.4295155107975006,-0.17816805839538574,0.9649990797042848,0.9812204837799072,0
Don Martindale,2014,Baltimore Ravens (NFL),inside linebackers,D,LB,3,9,0.625,0.469,0,0,-0.20762942731380465,-0.3218635320663452,-0.4650547206401825,-0.002247940981760621,-0.6211764812469482,-1.1727436780929563,-0.012547861784696579,0.1120591163635254,0
Ted Monachino,2014,Baltimore Ravens (NFL),linebackers,D,LB,3,8,0.75,0.613,0,0,-0.4318910539150238,0.08419415354728699,-0.3123834133148193,0.7243776917457581,-0.8367006778717041,0.09549557417631148,-0.06345944106578827,0.3678364753723145,0
Gary Kubiak,2014,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,20,0.75,0.487,0,1,0.1913755238056183,-0.593706488609314,0.5076373815536499,-0.6998792290687561,0.2843043804168701,-0.9378057718276978,-1.0095349550247192,0.5575424432754517,0
Rick Dennison,2014,Baltimore Ravens (NFL),quarterbacks,O,QB,3,19,0.75,0.475,0,0,0.017618820071220398,-0.5324522852897644,0.13230031728744507,-0.6532952785491943,-0.04501059651374817,-0.8156097531318665,-1.2506073713302612,0.3894817531108856,0
Juan Castillo,2014,Baltimore Ravens (NFL),run game coordinator,OC,OC,2,19,0.688,0.513,0,1,-0.0014257675502449276,-0.7834247350692749,-0.21296969056129456,0.6694138646125793,-0.08571110665798187,-0.11475706845521927,1.1321518421173096,1.23776113986969,0
Thomas Hammock,2014,Baltimore Ravens (NFL),running backs,O,RB,3,0,0.0,0.0,0,0,-1.0978436470031738,0.5731258988380432,-0.011114396154880524,0.960062563419342,0.12349263578653336,0.02577535063028336,-2.010648250579834,0.06521467119455338,0
Bobby Engram,2014,Baltimore Ravens (NFL),wide receivers,O,WR,3,1,0.0,0.0,0,0,-1.0487098693847656,-1.5694729089736938,0.935093104839325,0.4709138572216034,1.5660343170166016,0.5567232370376587,-1.5177489519119265,1.240495681762695,0
Matt Weiss,2015,Baltimore Ravens (NFL),cornerbacks,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chris Hewitt,2015,Baltimore Ravens (NFL),defensive backs,D,Sec,3,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dean Pees,2015,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,11,0.75,0.65,0,1,-0.3026731610298157,-0.3119211494922638,-0.2814230620861053,-0.9355732798576356,0.0889071375131607,-0.23732052743434906,-0.5594056844711304,0.5843408107757568,0
Clarence Brooks,2015,Baltimore Ravens (NFL),defensive line,D,DL,3,22,0.75,0.65,0,0,-0.4524056911468506,-0.09966450184583664,-0.09973694384098053,-0.5277246236801147,-0.5452923774719238,-0.3112857639789581,-0.5994054079055786,0.442036122083664,0
John Harbaugh,2015,Baltimore Ravens (NFL),head coach,HC,HC,1,17,0.75,0.65,1,0,-0.0842609703540802,-1.29071044921875,-0.10009650141000748,-0.18375785648822784,-0.10560347884893416,-0.3699848651885986,0.180856928229332,0.981367290019989,0
Don Martindale,2015,Baltimore Ravens (NFL),inside linebackers,D,LB,3,10,0.625,0.5,0,0,-0.22240987420082087,-0.3938696682453156,-0.1837505549192429,-0.8399543762207031,-0.6623448729515076,-0.9054997563362122,-0.047928407788276665,0.17047522962093353,0
Ted Monachino,2015,Baltimore Ravens (NFL),linebackers,D,LB,3,9,0.75,0.65,0,0,-1.1136837005615234,-0.8501055240631104,0.16407884657382965,-0.19584921002388,-0.2919292449951172,-0.05571885779500008,-0.5273230671882629,0.6669226288795471,0
Marc Trestman,2015,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,19,0.5,0.406,0,1,-0.2887375950813293,0.3752999007701874,0.2390559762716293,-0.601068377494812,-0.6309636235237122,-0.14563420414924622,0.08412302285432817,-0.013976162299513815,0
Juan Castillo,2015,Baltimore Ravens (NFL),offensive line,O,OL,3,20,0.625,0.5,0,0,-0.15370970964431765,-1.4076476097106934,0.077162005007267,-0.06737411022186279,0.08158373832702638,-0.4000537693500519,0.4433809518814087,1.0571252107620241,0
Marty Mornhinweg,2015,Baltimore Ravens (NFL),quarterbacks,O,QB,3,20,0.625,0.438,0,0,-0.3193229138851166,-0.9729785919189452,0.02488585747778416,-0.279043048620224,0.02321813814342022,-0.1958008110523224,1.4092689752578735,0.872996985912323,0
Thomas Hammock,2015,Baltimore Ravens (NFL),running backs,O,RB,3,1,0.625,0.625,0,0,-0.6738463044166565,-0.9555891156196594,0.2457903325557709,-0.5276646614074707,0.07194502651691438,-0.3706693947315216,-0.7525845766067505,0.4555672705173493,0
Richard Angulo,2015,Baltimore Ravens (NFL),tight ends,O,TE,3,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bobby Engram,2015,Baltimore Ravens (NFL),wide receivers,O,WR,3,2,0.625,0.625,0,0,-0.7641744017601013,-1.9540929794311523,0.04186449572443962,-0.7137214541435242,-0.2649362087249756,-0.40552380681037903,-0.7579622864723206,0.5432717800140381,0
Chris Hewitt,2016,Baltimore Ravens (NFL),defensive backs,D,Sec,3,4,0.312,0.312,0,0,-0.1689831167459488,-1.9508744478225708,-0.2700004279613495,-0.618622362613678,-0.27257660031318665,0.33214709162712097,0.8944132924079895,0.2620916962623596,0
Dean Pees,2016,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,12,0.75,0.562,0,1,0.14524313807487488,-0.6381210088729858,-0.1546373963356018,-0.9595417380332948,-0.04414097964763642,0.4010979533195496,0.5259385108947754,-0.07176357507705687,0
Joe Cullen,2016,Baltimore Ravens (NFL),defensive line,D,DL,3,9,0.375,0.237,0,0,0.1239146888256073,-0.035776861011981964,0.8706094026565552,0.4432851672172545,-0.4891630113124848,0.4566751420497894,0.3979800641536713,0.13189248740673065,0
John Harbaugh,2016,Baltimore Ravens (NFL),head coach,HC,HC,1,18,0.75,0.562,1,0,0.15453976392745972,-1.552355170249939,-0.014878371730446815,-0.0880858302116394,-0.07378441840410233,-0.050963081419467926,0.604698896408081,0.4403151273727417,0
Don Martindale,2016,Baltimore Ravens (NFL),linebackers,D,LB,3,11,0.625,0.515,0,0,0.11709872633218765,-0.8794252872467041,-0.4903357625007629,-0.6491206884384155,-0.7163384556770325,-0.2933633029460907,0.4697561860084534,-0.17864926159381864,0
Marc Trestman,2016,Baltimore Ravens (NFL),offensive coordinator,OC,OC,2,20,0.5,0.375,0,1,0.14192728698253632,-0.1570417732000351,-0.3748702704906464,-0.11279960721731185,-0.6355077028274536,0.02573455683887005,0.4733125865459442,-0.14751367270946505,0
Juan Castillo,2016,Baltimore Ravens (NFL),offensive line,O,OL,3,21,0.625,0.437,0,0,0.16612903773784635,-1.7910668849945068,0.1662927120923996,0.13431768119335175,0.11770828068256378,-0.07337773591279984,0.7711069583892822,0.25999829173088074,0
Marty Mornhinweg,2016,Baltimore Ravens (NFL),quarterbacks,O,QB,3,21,0.5,0.366,0,0,0.04862163588404656,-1.2744768857955933,-0.19661222398281095,0.18033207952976227,0.129208043217659,-0.06771888583898544,1.108085870742798,0.1271589994430542,0
Thomas Hammock,2016,Baltimore Ravens (NFL),running backs,O,RB,3,2,0.625,0.469,0,0,-0.11617826670408248,-1.2697545289993286,0.4273263216018677,-0.4443136155605316,-0.2394871264696121,0.2551702260971069,0.33013153076171875,-0.3352136313915253,0
Leslie Frazier,2016,Baltimore Ravens (NFL),secondary,D,Sec,3,17,0.625,0.325,0,0,0.2421869933605194,-0.7399209141731262,0.8284469246864319,0.7724683880805969,-0.0015150051331147554,0.17750246822834015,0.742962121963501,0.5920789241790771,0
Richard Angulo,2016,Baltimore Ravens (NFL),tight ends,O,TE,3,2,0.312,0.312,0,0,-0.12008660286664966,-1.8223276138305664,-0.2925745248794556,-0.5870155096054077,-0.3100462853908539,0.18494491279125214,0.9495623111724854,0.2881917655467987,0
Bobby Engram,2016,Baltimore Ravens (NFL),wide receivers,O,WR,3,3,0.625,0.469,0,0,-0.07973175495862961,-1.9856516122817995,-0.08533928543329239,-0.4599952399730682,-0.2736946642398834,0.2287753522396088,0.3813076913356781,-0.20181642472743988,0
Mike Macdonald,2017,Baltimore Ravens (NFL),defensive backs,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dean Pees,2017,Baltimore Ravens (NFL),defensive coordinator,DC,DC,2,13,0.625,0.512,0,1,0.667116641998291,-0.3758067190647125,-0.6894343495368958,-0.2287488728761673,-0.12288393825292587,0.14302720129489901,0.3211023807525635,-0.19749118387699127,0
Joe Cullen,2017,Baltimore Ravens (NFL),defensive line,D,DL,3,10,0.5,0.275,0,0,0.28639787435531616,-0.4570953845977783,-0.08696142584085463,1.1461583375930786,-0.42409110069274897,0.07447885721921921,0.056524697691202164,0.05582436546683312,0
John Harbaugh,2017,Baltimore Ravens (NFL),head coach,HC,HC,1,19,0.625,0.512,1,0,0.3160991072654724,-1.359444260597229,-0.4497134983539581,0.3302688002586365,-0.12610186636447904,-0.5248908996582031,-0.017503781244158745,0.1844671666622162,0
Don Martindale,2017,Baltimore Ravens (NFL),linebackers,D,LB,3,12,0.625,0.512,0,0,0.2500346004962921,-0.5935383439064026,-0.6601789593696594,-0.06563699245452881,-0.7421384453773499,-0.5378166437149048,-0.0260268934071064,-0.14094877243041992,0
